ano;cod_ies;igc;igc_fx
2013;15520;2.946601389340127;2.0
2013;18440;2.55408186796924;2.0
2013;18759;2.56765365600586;3
2014;1;3.09935058540312;4
2014;2;4.01475681533536;5
2014;3;3.01906740848677;4
2014;4;2.78845169499738;3
2014;5;2.71700147106579;3
2014;6;3.48946246455082;4
2014;7;3.97380413914449;5
2014;8;4.09948166295595;5
2014;9;3.66868890217456;4
2014;10;2.87826279874946;3
2014;11;2.49851207153812;3
2014;12;3.21649356380555;4
2014;13;2.89564983987761;3
2014;14;3.58083891045878;4
2014;15;2.62410903913351;3
2014;16;2.3544842004775983;2.0
2014;17;3.61702092446361;4
2014;18;3.07180061853487;4
2014;19;2.65892476088171;3
2014;20;2.76770904930046;3
2014;21;3.51093806771693;4
2014;22;2.94410539978534;3
2014;23;3.15915429557473;4
2014;24;2.95511028958189;4
2014;27;2.03324211618714;3
2014;29;3.00998520932983;4
2014;30;2.53000765973773;3
2014;32;2.37314481855212;3
2014;38;2.1099445025126133;2.0
2014;40;2.32188949001378;3
2014;43;3.47045731050807;4
2014;47;2.25118862835106;3
2014;54;4.38011651218496;5
2014;56;3.94525218053372;5
2014;57;3.56558243649439;4
2014;71;2.5364223752558;3
2014;76;2.70992239992055;3
2014;81;2.5528436483487;3
2014;82;2.77078496505178;3
2014;83;3.08556892122416;4
2014;95;2.29786948576628;3
2014;107;3.1450130569294;4
2014;137;2.87262376838564;3
2014;140;2.41527353745986;3
2014;143;2.27636779289141;3
2014;150;2.41692299047;3
2014;163;2.6457029031281;3
2014;165;2.95440366515029;4
2014;167;2.65468880708995;3
2014;176;2.0804386562027;3
2014;203;2.86185569762986;3
2014;208;3.07056992619573;4
2014;221;2.7362961734825;3
2014;227;3.05038866060571;4
2014;240;2.05436172945819;3
2014;266;2.68461631654749;3
2014;271;3.05690193912412;4
2014;275;2.86521041078498;3
2014;295;3.04532253186652;4
2014;296;2.41480962105915;3
2014;298;2.50065262772962;3
2014;308;1.99280116420313;3
2014;316;2.96764814080715;4
2014;319;2.40303780890077;3
2014;322;3.15947184924936;4
2014;330;2.38656631351417;3
2014;338;2.89694412929459;3
2014;355;2.52858247012947;3
2014;367;2.8291365107859;3
2014;375;1.97967682665675;3
2014;383;2.5902085434096;3
2014;385;2.53477932029699;3
2014;387;2.72381820315552;3
2014;398;2.78094436578061;3
2014;403;2.87036808171198;3
2014;409;2.64064104509994;3
2014;417;2.65250435597564;3
2014;420;2.97619811745702;4
2014;423;2.74465719722379;3
2014;437;2.65633744234605;3
2014;441;2.82150678817728;3
2014;446;2.80930510664124;3
2014;449;2.47618659017488;3
2014;457;2.31982373105813;3
2014;458;2.29080228934884;3
2014;466;2.8456898862591;3
2014;472;2.73493673096727;3
2014;481;2.19604134769738;3
2014;482;2.83546666767126;3
2014;494;2.74552766828525;3
2014;496;2.6928831032383;3
2014;513;2.05048260311343;3
2014;519;2.17132860945823;3
2014;521;2.30963650363747;3
2014;526;2.49625954667206;3
2014;527;2.30870159312354;3
2014;528;3.72223791479864;4
2014;532;3.11759780268449;4
2014;546;3.53859229632619;4
2014;547;3.46091357010764;4
2014;548;2.75354676556211;3
2014;549;2.59349614657818;3
2014;550;2.66023351709043;3
2014;555;2.55817154937418;3
2014;568;2.28078758535398;3
2014;569;3.00127953761515;4
2014;570;3.66434714809709;4
2014;571;3.70848369491042;4
2014;572;3.29896864446339;4
2014;573;3.14980529050888;4
2014;574;3.47866728398805;4
2014;575;4.19027273186833;5
2014;576;3.76527653321483;4
2014;577;2.82567255864788;3
2014;578;3.50686831275748;4
2014;579;3.38085361856027;4
2014;580;3.74679232913822;4
2014;581;4.34927623169058;5
2014;582;3.81804089957604;4
2014;583;3.69347314251819;4
2014;584;3.49947995247976;4
2014;585;4.12919269302873;5
2014;586;4.11378389394624;5
2014;587;3.24311782143116;4
2014;588;3.4341027870947;4
2014;589;3.28292832628035;4
2014;590;2.63111382538314;3
2014;591;4.18863868685567;5
2014;592;4.05706593010823;5
2014;595;3.42363920064157;4
2014;596;3.40739108910678;4
2014;597;3.52258918319616;4
2014;598;3.58435730180071;4
2014;599;2.80115936807825;3
2014;600;2.51113279127774;3
2014;601;3.10886322414525;4
2014;605;2.31620523823723;3
2014;609;3.47131575576216;4
2014;634;3.43224914214321;4
2014;663;2.44924680664669;3
2014;664;3.00877210298065;4
2014;665;2.3838505272024;3
2014;666;2.46235768257912;3
2014;669;2.35806100341419;3
2014;670;2.9073394581968;3
2014;671;2.37539895094196;3
2014;688;2.98868866487648;4
2014;693;3.47230268271976;4
2014;694;2.98621844364647;4
2014;699;2.6123043655589;3
2014;717;3.87790146564305;4
2014;718;2.39379803465987;3
2014;719;2.60529060871788;3
2014;730;3.25012166948931;4
2014;746;2.5999390694815;3
2014;756;2.5181113811414;3
2014;780;2.8553140267523;3
2014;789;2.71681607077563;3
2014;823;2.89906078954992;3
2014;829;1.43697167671215;2
2014;830;2.35520100990593;3
2014;952;2.81424002024649;3
2014;953;2.31018820448996;3
2014;1027;3.84476946394146;4
2014;1028;2.46977497299189;3
2014;1036;2.40995888882237;3
2014;1042;3.01266399766171;4
2014;1082;2.58011539908279;3
2014;1120;2.86546304107933;3
2014;1126;3.58746687562956;4
2014;1128;2.36672128282105;3
2014;1153;1.96131787615104;3
2014;1166;2.98695031118535;4
2014;1189;2.43850080185525;3
2014;1303;3.19120005268751;4
2014;1557;2.45640123560904;3
2014;1578;3.02348000699079;4
2014;1586;2.68542181935027;3
2014;1807;2.71356738119107;3
2014;1808;2.8571138644951;3
2014;1809;2.50137703177649;3
2014;1810;2.80293312983826;3
2014;1811;2.52965871207525;3
2014;1812;2.48108647316283;3
2014;1813;2.03481969941373;3
2014;1820;2.43177408253998;3
2014;2564;3.26299648572175;4
2014;3151;2.62419660798509;3
2014;3160;2.30447138065481;3
2014;3161;2.35439790469457;3
2014;3162;2.89894922695558;3
2014;3163;2.96306577508555;4
2014;3164;2.52085548516832;3
2014;3165;3.26974667794695;4
2014;3172;2.52867597727254;3
2014;3183;3.05023566672445;4
2014;3184;2.2115855983374;3
2014;3188;2.55581246730069;3
2014;3189;2.80486244328928;3
2014;3279;2.97272440785018;4
2014;3336;3.19810111307671;4
2014;3849;2.79138011057224;3
2014;3974;2.12200122183252;3
2014;3984;3.17086871766289;4
2014;4098;3.11582674504765;4
2014;4358;2.89795730456376;3
2014;4503;2.93598036772662;3
2014;4504;3.37209618172274;4
2014;4785;2.59985167604909;3
2014;4786;2.64041434098368;3
2014;4925;4.08096631631244;5
2014;5036;2.86268256053234;3
2014;5077;1.98266725528984;3
2014;5242;2.05223150974452;3
2014;5322;3.26837050016392;4
2014;5701;2.28309681638114;3
2014;14509;2.86206290116869;3
2014;14724;2.19036728500479;3
2014;15001;4.24700190133196;5
2014;15015;2.78330075318904;3
2014;15032;2.39915428750933;3
2014;15059;2.13908730818771;3
2014;15121;3.45806835302559;4
2014;15507;1.82966647542562;2
2014;15520;3.29297461040363;4
2014;15522;2.11802966348902;3
2014;18440;2.1735406340847;3
2014;18492;2.59150743050527;3
2014;18506;3.11043006725749;4
2014;18759;2.35062038997225;3
2015;1;3.05862822497803;4
2015;2;3.97673485369236;5
2015;3;3.05734260687524;4
2015;4;2.82307055356883;3
2015;5;2.81403591957983;3
2015;6;3.4313494519165;4
2015;7;3.9808624648959;5
2015;8;4.05252628619502;5
2015;9;3.59805210989717;4
2015;10;2.99102204999755;4
2015;11;2.67177270998074;3
2015;12;3.29157840148699;4
2015;13;2.81954386191871;3
2015;14;3.5159082390722;4
2015;15;2.54726513396479;3
2015;16;2.3544842004775983;2.0
2015;17;3.64839260657511;4
2015;18;3.00909066686086;4
2015;19;2.64362270983762;3
2015;20;2.64743859476459;3
2015;21;3.49526437262579;4
2015;22;3.04861073801027;4
2015;23;3.02725498626643;4
2015;24;3.15484103167906;4
2015;27;2.63212897718289;3
2015;29;2.8170036600305;3
2015;30;2.40766821945175;3
2015;32;2.37314477562904;3
2015;40;2.37655748697335;3
2015;43;3.42423612728034;4
2015;47;2.2849682103643;3
2015;54;4.37143016709767;5
2015;56;3.94268903167859;4
2015;57;3.51387127114767;4
2015;71;2.55668380358483;3
2015;76;2.59033914860642;3
2015;81;2.54372542252209;3
2015;82;2.51957968979003;3
2015;83;2.91533591779057;3
2015;95;2.28723005283347;3
2015;107;3.15945207912404;4
2015;137;2.8359234088735;3
2015;140;2.40369887041657;3
2015;143;2.35159109862734;3
2015;150;2.41914665855781;3
2015;163;3.10183258431981;4
2015;165;2.86275713148708;3
2015;167;2.79076886706109;3
2015;176;2.17503808788024;3
2015;203;3.17095049702437;4
2015;208;3.09779396900277;4
2015;221;2.69551099664035;3
2015;227;2.98757819475434;4
2015;240;2.19380300462778;3
2015;266;2.64035467494288;3
2015;271;3.1429958202096;4
2015;275;2.75530020557863;3
2015;295;2.93437344057023;3
2015;296;2.34411081927828;3
2015;298;2.48767643495777;3
2015;308;1.94673103839159;3
2015;316;3.15916822437939;4
2015;319;2.49851818768168;3
2015;322;2.91032710581943;3
2015;330;2.63847844488919;3
2015;338;2.9198226;3
2015;355;2.80875751703503;3
2015;367;2.79375476413268;3
2015;375;1.99278517518247;3
2015;383;2.40269096708462;3
2015;385;2.57095329965477;3
2015;387;2.82903459794901;3
2015;398;2.81790409834692;3
2015;403;2.82151455490656;3
2015;409;2.67965367612971;3
2015;417;2.75816344160922;3
2015;420;2.93864075689248;3
2015;423;2.68833282013586;3
2015;437;2.46278210756039;3
2015;441;2.65115790844312;3
2015;446;2.70847360461673;3
2015;449;2.47124839028554;3
2015;457;2.31561375437565;3
2015;458;2.40644394420667;3
2015;466;2.98048462872872;4
2015;472;2.59230728872377;3
2015;481;2.27154723801433;3
2015;482;2.78820261998693;3
2015;494;2.65946690443102;3
2015;496;2.72798151085534;3
2015;513;1.97682758134826;3
2015;519;2.22314658518676;3
2015;521;2.42454879676892;3
2015;526;2.39212590048555;3
2015;527;2.37136090545306;3
2015;528;3.71350987816257;4
2015;532;3.0101617082578;4
2015;546;3.6682803095309;4
2015;547;3.58139377537095;4
2015;548;2.81975351703741;3
2015;549;2.6508912885259;3
2015;550;2.751399517188;3
2015;555;2.55271990874064;3
2015;568;2.27666721131854;3
2015;569;3.08905602748184;4
2015;570;3.59577926091949;4
2015;571;3.74961386385079;4
2015;572;3.34593879310612;4
2015;573;3.31754527852918;4
2015;574;3.44621989849145;4
2015;575;4.20790034398396;5
2015;576;3.7179942152908;4
2015;577;2.83254700052185;3
2015;578;3.56031662716563;4
2015;579;3.42489249831121;4
2015;580;3.76365929217971;4
2015;581;4.28543748363218;5
2015;582;3.79022761245703;4
2015;583;3.74682968878301;4
2015;584;3.46142998911649;4
2015;585;4.0934875702469;5
2015;586;4.11910623763475;5
2015;587;3.32029416667326;4
2015;588;3.44289862830742;4
2015;589;3.48212966665605;4
2015;590;2.34104797244072;3
2015;591;4.14265592400028;5
2015;592;4.04097241957064;5
2015;595;3.42517595156744;4
2015;596;3.35047415445745;4
2015;597;3.57792244694773;4
2015;598;3.62169528027567;4
2015;599;2.76204657554626;3
2015;600;2.49981220458378;3
2015;601;3.00495428143667;4
2015;605;2.60739204117196;3
2015;609;3.45705784334049;4
2015;634;3.37987672436124;4
2015;663;2.43919668501465;3
2015;664;3.09926497127074;4
2015;665;2.39372614940159;3
2015;666;2.67484603960352;3
2015;669;2.38778060067569;3
2015;670;2.76135052775486;3
2015;671;2.33192660747521;3
2015;688;3.08661417048951;4
2015;693;3.46120459512583;4
2015;694;3.0536395120208;4
2015;699;2.69483632661879;3
2015;717;3.80116495948993;4
2015;718;2.69436984072646;3
2015;719;2.52120536405915;3
2015;730;3.16525126814762;4
2015;746;2.46954621280603;3
2015;756;2.4253096723419;3
2015;780;2.63405397425465;3
2015;789;2.7379283466618;3
2015;823;2.85862279136173;3
2015;829;1.44819130562246;2
2015;830;2.3797559230451;3
2015;952;2.87635249368362;3
2015;953;2.32695174874731;3
2015;1027;3.87981713511566;4
2015;1028;2.61338018342139;3
2015;1036;2.1994827066448;3
2015;1042;3.01515168145359;4
2015;1082;2.61706672893528;3
2015;1120;2.91504258612236;3
2015;1126;3.4562912293828;4
2015;1128;2.28317454160182;3
2015;1153;2.20921333632645;3
2015;1166;2.88552982070226;3
2015;1189;2.34149949718389;3
2015;1303;3.23179223753014;4
2015;1557;2.6091747859175;3
2015;1578;3.07662994925725;4
2015;1586;2.83415980690711;3
2015;1807;2.73309546769846;3
2015;1808;2.8221202287823;3
2015;1809;2.531139502597;3
2015;1810;2.83406929113026;3
2015;1811;2.5704160118368;3
2015;1812;2.46025231891969;3
2015;1813;2.08467212798932;3
2015;1820;2.38542009145021;3
2015;2564;3.22790309988874;4
2015;3151;2.63129617080102;3
2015;3160;2.2402805685997;3
2015;3161;2.35439789295197;3
2015;3162;2.71745735279292;3
2015;3163;2.97415084717639;4
2015;3164;2.52177075244123;3
2015;3165;3.24888055257892;4
2015;3172;2.57159363583441;3
2015;3183;3.0274887830019;4
2015;3184;2.21158562600613;3
2015;3188;2.55248406529427;3
2015;3189;2.75622257153736;3
2015;3279;2.97376342947367;4
2015;3336;3.24172019213438;4
2015;3849;2.80783458525343;3
2015;3974;2.43806977056371;3
2015;3984;3.27601123619019;4
2015;4098;3.10708478838205;4
2015;4358;2.90572915034032;3
2015;4503;3.02135347053708;4
2015;4504;3.26712296605879;4
2015;4785;2.64557757973671;3
2015;4786;2.50216688215733;3
2015;4925;4.10801005435011;5
2015;5036;2.86268252134323;3
2015;5077;2.0827981156429;3
2015;5242;2.06966165453196;3
2015;5322;3.28709646896749;4
2015;5701;2.28309682011604;3
2015;14408;3.33650016784668;4
2015;14509;2.86206297576427;3
2015;14724;2.35635909065604;3
2015;15001;2.8047783490168;3
2015;15015;2.83332558743163;3
2015;15032;2.42141793783021;3
2015;15059;2.48433516813236;3
2015;15121;3.46419511828036;4
2015;15497;3.4273214067959;4
2015;15507;1.94437053799629;2
2015;15520;3.29297456145287;4
2015;15522;2.11802968382835;3
2015;18440;2.18022413071308;3
2015;18492;2.63027227909435;3
2015;18506;3.06446840786491;4
2015;18759;2.55044457856788;3
2019;1;3.2365176739;4
2019;2;3.9416587126;4
2019;3;3.3675935096;4
2019;4;3.0481866247;4
2019;5;2.9606565572;4
2019;6;3.5094784829;4
2019;7;4.0580920277;5
2019;8;4.0762385574;5
2019;9;3.7405904992;4
2019;10;3.5894174027;4
2019;11;2.8843684724;3
2019;12;3.4882396168;4
2019;13;3.0876286817;4
2019;14;3.6446330168;4
2019;15;3.0620142047;4
2019;17;3.7294632068;4
2019;18;2.779290226;3
2019;19;2.8613042947;3
2019;20;2.8376188864;3
2019;21;3.732016802;4
2019;22;3.263208979;4
2019;23;3.2092469348;4
2019;24;3.4206341115;4
2019;27;2.7375904144;3
2019;29;3.0310106288;4
2019;30;3.3768842509;4
2019;32;2.6809485473;3
2019;33;2.8930832097;3
2019;34;2.7685165827;3
2019;35;2.863265466;3
2019;36;2.6906204771;3
2019;37;2.4073636713;3
2019;40;2.993705239;4
2019;43;3.5556538507;4
2019;47;2.547987288;3
2019;54;4.424982563;5
2019;56;4.100281786;5
2019;57;3.6485012346;4
2019;58;2.600771631;3
2019;59;2.803781244;3
2019;60;2.9343006037;3
2019;67;2.5563539875;3
2019;68;2.6141218727;3
2019;71;2.8955271787;3
2019;73;1.7502512716;2
2019;74;1.3801585516;2
2019;76;3.0126326294;4
2019;77;3.4654895923;4
2019;78;1.8634431448;2
2019;79;2.0803054508;3
2019;80;3.2127278546;4
2019;81;2.8242194191;3
2019;82;2.9997196586;4
2019;83;3.157609079;4
2019;84;2.4644066256;3
2019;87;2.7491439927;3
2019;93;3.3457631663;4
2019;95;2.3740962369;3
2019;99;1.852767273;2
2019;107;3.4412886432;4
2019;109;2.515727432;3
2019;124;2.6972667356;3
2019;125;2.3162330543;3
2019;126;3.1607171098;4
2019;131;1.513165602;2
2019;135;2.9524380949;4
2019;137;3.429379579;4
2019;138;2.7660460492;3
2019;139;2.4519123368;3
2019;140;3.2075654299;4
2019;141;2.182076519;3
2019;142;2.1773376384;3
2019;143;2.4492882165;3
2019;144;2.6806779839;3
2019;146;2.4465851532;3
2019;149;3.9468602991;5
2019;150;2.7916809012;3
2019;151;4.0284827893;5
2019;152;2.409514965;3
2019;158;1.8416020317;2
2019;159;2.4177162134;3
2019;160;2.564485371;3
2019;161;2.5537156426;3
2019;162;2.7602312633;3
2019;163;2.7008170926;3
2019;165;3.0304908106;4
2019;166;2.7133205649;3
2019;167;2.5806300672;3
2019;170;1.739002493;2
2019;171;3.3031845274;4
2019;176;2.4939765756;3
2019;190;2.582341346;3
2019;191;2.7728478915;3
2019;192;2.015372403;3
2019;193;2.5082923104;3
2019;194;2.6638252172;3
2019;195;3.1964160406;4
2019;197;2.318892086;3
2019;200;2.8809673059;3
2019;202;1.3805565216;2
2019;203;3.3388358506;4
2019;206;2.6980481517;3
2019;207;2.844480698;3
2019;208;3.2748935674;4
2019;213;3.5163716241;4
2019;214;2.1537758136;3
2019;216;2.6172196356;3
2019;217;2.9391092804;3
2019;219;2.2743486413;3
2019;220;2.368525635;3
2019;221;3.0601025437;4
2019;222;2.7853882508;3
2019;224;3.1473832096;4
2019;225;2.2767106595;3
2019;226;2.8113246289;3
2019;227;3.2748675869;4
2019;231;2.6572764067;3
2019;234;2.8798125719;3
2019;240;2.454718964;3
2019;242;1.9487193763;3
2019;243;2.8463007343;3
2019;244;1.9851311713;3
2019;254;2.2273585066;3
2019;255;1.220730535;2
2019;263;2.2442130842;3
2019;265;3.2011036096;4
2019;266;2.9149177407;3
2019;267;3.7816448112;4
2019;269;1.7633531395;2
2019;270;2.051443744;3
2019;271;3.368064999;4
2019;275;2.7553561363;3
2019;276;2.421040793;3
2019;277;2.5850031316;3
2019;278;2.370388206;3
2019;279;2.2955771478;3
2019;284;2.5632794359;3
2019;288;2.280793471;3
2019;294;2.6426109335;3
2019;295;3.2522862656;4
2019;296;2.6736538567;3
2019;298;2.4763217118;3
2019;299;2.3755769848;3
2019;302;2.9498952397;4
2019;307;2.7982622452;3
2019;308;2.2324443021;3
2019;316;3.0030158002;4
2019;319;2.0940171514;3
2019;322;2.7024148076;3
2019;330;2.6186845796;3
2019;336;2.4227782021;3
2019;337;2.3469717086;3
2019;338;3.1651744828;4
2019;339;1.4710899159;2
2019;343;2.8934443555;3
2019;344;3.1565779889;4
2019;345;2.906467295;3
2019;346;2.2796109584;3
2019;349;3.2526762139;4
2019;351;3.2965082494;4
2019;352;3.0642826342;4
2019;353;1.7610487203;2
2019;355;3.3032262175;4
2019;360;2.6371978664;3
2019;361;2.381113167;3
2019;362;2.766995462;3
2019;363;2.1362039424;3
2019;367;2.8968376564;3
2019;368;2.827485759;3
2019;370;2.291237126;3
2019;371;1.828857672;2
2019;373;3.133702328;4
2019;374;2.6400713267;3
2019;375;2.8282884374;3
2019;376;2.3203672468;3
2019;383;2.724009929;3
2019;384;3.3658983888;4
2019;385;3.1393963079;4
2019;386;2.6957099487;3
2019;387;2.9795266867;4
2019;396;2.6806493264;3
2019;398;2.8196847145;3
2019;402;2.9095751108;3
2019;403;3.6903250134;4
2019;404;2.3731783934;3
2019;405;2.4898928944;3
2019;409;2.918965968;3
2019;410;2.8158994557;3
2019;415;3.9597953078;5
2019;416;2.1012468788;3
2019;417;2.9661345261;4
2019;420;3.3214044194;4
2019;423;2.7874109698;3
2019;426;3.3559920019;4
2019;430;2.6951412828;3
2019;431;3.5040046817;4
2019;432;2.0838820832;3
2019;434;2.1752640544;3
2019;435;2.0692228683;3
2019;437;2.4893191082;3
2019;438;2.4806281752;3
2019;439;2.3346533963;3
2019;440;2.176396256;3
2019;441;2.4526689293;3
2019;446;2.5794941673;3
2019;448;2.8879302743;3
2019;449;2.8313113958;3
2019;450;2.9280583376;3
2019;451;2.1928368061;3
2019;452;2.6618486025;3
2019;453;3.0372861335;4
2019;454;2.3609968941;3
2019;456;2.6944962468;3
2019;457;2.2739774647;3
2019;458;2.6207155008;3
2019;461;2.4447486911;3
2019;466;3.0529135748;4
2019;472;3.1603077407;4
2019;473;2.9087847088;3
2019;474;2.2739256914;3
2019;475;2.1863729089;3
2019;480;2.5620141632;3
2019;481;2.5937146743;3
2019;482;2.746562196;3
2019;483;2.06844002;3
2019;489;3.298272593;4
2019;490;3.6060957011;4
2019;491;2.4506889949;3
2019;493;1.774718255;2
2019;494;2.8689635149;3
2019;495;1.939173851;2
2019;496;2.8857937937;3
2019;501;2.6604099671;3
2019;502;3.2252422224;4
2019;506;2.4391620409;3
2019;507;2.5243339375;3
2019;508;2.302828163;3
2019;510;2.5623434132;3
2019;513;2.1514675493;3
2019;514;2.1432416689;3
2019;515;2.2097409409;3
2019;516;1.7514638881;2
2019;517;2.4570581488;3
2019;518;3.1554475453;4
2019;519;2.4721279217;3
2019;521;2.7233210125;3
