cluster,inscritos_por_vaga,pib,nu_carga_horaria,faixa_etaria,taxa_integralizacao,duracao_ideal_anos,igc
0,2.7658479410180288,2341593134.2189283,3741.109820862397,3.5458544705136337,0.512033306911858,4.5295458148383005,2.7614395234419487
1,2.024067356428147,366699494.4330026,3908.2417034610453,3.628590419218535,0.48219069141781007,5.459003940559275,2.7720662117325916
