model,dataset,search_method,n_iterations,best_params,best_score,r2_score,mse
RandomForest,publica,grid,N/A,"{'criterion': 'squared_error', 'max_depth': 20, 'max_features': 0.5, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 700}",-0.12820124550140372,0.43762361949413553,0.12198205450787708
RandomForest,privada,grid,N/A,"{'criterion': 'squared_error', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 700}",-0.09161944948166441,0.22973447284935933,0.08540397147998063
