model,dataset,search_method,n_iterations,best_params,best_score,r2_score,mse
GradientBoosting,publica,grid,N/A,"{'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 200}",-2.2193383525083603,0.2716864566253403,2.2336195197482542
GradientBoosting,privada,grid,N/A,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200}",-1.6806325894908494,0.19556001676413548,1.6354428830396497
