feature,importance
pib,0.8431514666257373
igc,0.10947208726903417
duracao_ideal_anos,0.020434375056549804
inscritos_por_vaga,0.012552731537662743
nu_carga_horaria,0.011406360784131564
taxa_integralizacao,0.0024284620528933804
faixa_etaria,0.00055451667399106
