cluster,inscritos_por_vaga,pib,nu_carga_horaria,faixa_etaria,taxa_integralizacao,duracao_ideal_anos,igc
0,10.810258218710521,328392930.687219,3683.1285462624564,3.403097310230589,0.5543075960350222,5.663515894091973,3.345219253584318
1,12.33153963576224,2348263913.577164,3748.6929557268327,3.156300412260262,0.5687852661767342,4.646621258290016,3.33756174347878
